,feature,weight,std
219,V324,0.00019361084220717028,0.0003872216844143406
220,R_others,0.00019361084220717028,0.0003872216844143406
221,R_aol,0.00019361084220717028,0.0003872216844143406
222,V174,0.00019361084220717028,0.0003872216844143406
223,V154,0.00019361084220717028,0.0003872216844143406
224,id_12_Not_Found,0.00019361084220717028,0.0003872216844143406
225,V39,0.00019361084220717028,0.0003872216844143406
226,W,0.00019361084220717028,0.0003872216844143406
227,american express,0.00019361084220717028,0.00038722168441434056
228,V79,0.00019361084220717028,0.00038722168441434056
229,V168,0.00019361084220717028,0.0003872216844143406
230,V220,0.00019361084220717028,0.00038722168441434056
231,V297,0.00019361084220717028,0.0003872216844143406
232,V178,0.00019361084220717028,0.0003872216844143406
233,V235,0.00019361084220717028,0.0003872216844143406
234,V206,0.00019361084220717028,0.00038722168441434056
235,V182,0.00019361084220717028,0.0003872216844143406
236,R_outlook,0.00019361084220717028,0.0003872216844143406
237,V254,0.00019361084220717028,0.0003872216844143406
238,V218,0.00019361084220717028,0.0003872216844143406
239,V227,0.00019361084220717028,0.0003872216844143406
240,V252,0.00019361084220717028,0.0003872216844143406
241,V55,4.4408920985006264e-17,0.0014997031350270393
242,D14,4.4408920985006264e-17,0.0008658540087123867
243,V42,4.4408920985006264e-17,0.0013690353943592404
244,V33,4.4408920985006264e-17,0.001619864523783305
245,D9,2.2204460492503132e-17,0.0012245024821562044
246,V217,2.2204460492503132e-17,0.0006122512410780846
247,V170,2.2204460492503132e-17,0.0006122512410780846
248,V4,2.2204460492503132e-17,0.0019361084220716252
249,V266,2.2204460492503132e-17,0.0006122512410780846
250,V261,2.2204460492503132e-17,0.0006122512410780846
251,V81,2.2204460492503132e-17,0.0006122512410780846
252,V111,0.0,0.0
253,V112,0.0,0.0
254,V327,0.0,0.0
255,V223,0.0,0.0
256,V328,0.0,0.0
257,V225,0.0,0.0
258,V329,0.0,0.0
259,V107,0.0,0.0
260,V106,0.0,0.0
261,V117,0.0,0.0
262,V269,0.0,0.0
263,V230,0.0,0.0
264,V89,0.0,0.0
265,V256,0.0,0.0
266,V255,0.0,0.0
267,V68,0.0,0.0
268,V253,0.0,0.0
269,V65,0.0,0.0
270,V249,0.0,0.0
271,V1,0.0,0.0
272,V88,0.0,0.0
273,V247,0.0,0.0
274,V231,0.0,0.0
275,V246,0.0,0.0
276,V243,0.0,0.0
277,V241,0.0,0.0
278,V240,0.0,0.0
279,V239,0.0,0.0
280,V120,0.0,0.0
281,V237,0.0,0.0
282,V14,0.0,0.0
283,V119,0.0,0.0
284,V175,0.0,0.0
285,V121,0.0,0.0
286,V305,0.0,0.0
287,V195,0.0,0.0
288,V193,0.0,0.0
289,card6_neither,0.0,0.0
290,V153,0.0,0.0
291,V192,0.0,0.0
292,V155,0.0,0.0
293,V156,0.0,0.0
294,V191,0.0,0.0
295,V190,0.0,0.0
296,V196,0.0,0.0
297,M1_T,0.0,0.0
298,V189,0.0,0.0
299,V163,0.0,0.0
300,V27,0.0,0.0
301,V28,0.0,0.0
302,V185,0.0,0.0
303,R_icloud,0.0,0.0
304,V179,0.0,0.0
305,V122,0.0,0.0
306,V273,0.0,0.0
307,V197,0.0,0.0
308,V41,0.0,0.0
309,V123,0.0,0.0
310,V323,0.0,0.0
311,V322,0.0,0.0
312,V275,0.0,0.0
313,V146,0.0,0.0
314,V138,0.0,0.0
315,V47,0.0,0.0
316,V142,0.0,0.0
317,V201,0.0,0.0
318,V290,0.0,0.0
319,V135,-0.00019361084220710368,0.0009484955441560977
320,V15,-0.00019361084220710368,0.0011289355072304484
321,V116,-0.00019361084220710368,0.0011289355072304484
322,M9_T,-0.00019361084220712588,0.0007244254379039352
323,V335,-0.00019361084220712588,0.0007244254379039352
324,V21,-0.00019361084220712588,0.0007244254379039352
325,V129,-0.00019361084220712588,0.0016655034398920588
326,R_gmail,-0.00019361084220712588,0.0011289355072304447
327,V150,-0.00019361084220712588,0.0007244254379039352
328,V59,-0.00019361084220712588,0.0007244254379039352
329,V17,-0.00019361084220714808,0.0003872216844142962
330,V158,-0.00019361084220714808,0.0003872216844142962
331,V186,-0.00019361084220714808,0.0003872216844142962
332,V339,-0.00019361084220714808,0.00038722168441429616
333,V244,-0.00019361084220714808,0.0003872216844142962
334,V251,-0.00019361084220714808,0.00038722168441429616
335,V203,-0.00019361084220714808,0.0003872216844142962
336,V284,-0.00019361084220714808,0.0003872216844142962
337,V194,-0.00019361084220714808,0.0003872216844142962
338,V173,-0.00019361084220714808,0.00038722168441429616
339,V248,-0.00019361084220714808,0.00038722168441429616
340,V141,-0.00019361084220714808,0.0003872216844142962
341,S,-0.00019361084220714808,0.0003872216844142962
342,V114,-0.00019361084220714808,0.0003872216844142962
343,V245,-0.00019361084220714808,0.0003872216844142962
344,V115,-0.00038722168441427394,0.0007744433688286312
345,V64,-0.00038722168441427394,0.0007744433688286312
346,V46,-0.00038722168441427394,0.0007744433688286312
347,id_11,-0.00038722168441427394,0.0007744433688286312
348,V147,-0.00038722168441429616,0.0004742477720780216
349,V219,-0.00038722168441429616,0.0004742477720780216
350,V215,-0.00038722168441429616,0.0004742477720780216
351,V226,-0.00038722168441429616,0.0004742477720780216
352,id_36_F,-0.00038722168441429616,0.0009872254624574471
353,V32,-0.00038722168441429616,0.0004742477720780216
354,V330,-0.00038722168441429616,0.0004742477720780216
355,V183,-0.00038722168441429616,0.0004742477720780216
356,V336,-0.00038722168441429616,0.0004742477720780216
357,V198,-0.00038722168441429616,0.0004742477720780216
358,V188,-0.00038722168441429616,0.0004742477720780216
359,V148,-0.0003872216844143184,0.0007744433688286367
360,P_outlook,-0.0003872216844143184,0.0007744433688286367
361,V44,-0.000580832526621422,0.0013131326201597838
362,V216,-0.0005808325266214442,0.0004742477720780216
363,V43,-0.0005808325266214442,0.0004742477720780216
364,V85,-0.0005808325266214442,0.00047424777207802165
365,V63,-0.0005808325266214442,0.0004742477720780216
366,V36,-0.0005808325266214442,0.001993345622649975
367,V80,-0.0005808325266214442,0.0009872254624574471
368,id_15_New,-0.0005808325266214442,0.0004742477720780216
369,V86,-0.0005808325266214442,0.0004742477720780216
370,V101,-0.0005808325266214442,0.0004742477720780216
371,V236,-0.0005808325266214665,0.0007744433688286312
372,V338,-0.0005808325266214665,0.0007744433688286312
373,V277,-0.0005808325266214665,0.0007744433688286312
374,V10,-0.0005808325266214665,0.0011616650532429698
375,V78,-0.0007744433688285923,0.0014227433162341855
376,C,-0.0007744433688285923,0.0014227433162341857
377,V40,-0.0007744433688285923,0.0003872216844142962
378,V184,-0.0007744433688285923,0.0003872216844142962
379,V299,-0.0007744433688285923,0.0003872216844142962
380,V34,-0.0007744433688286146,0.0007244254379039352
381,V9,-0.0007744433688286146,0.0007244254379039352
382,id_35_F,-0.0007744433688286146,0.0007244254379039352
383,V38,-0.0007744433688286146,0.0012842690378917336
384,V76,-0.0007744433688286146,0.0007244254379039352
385,V318,-0.0007744433688286146,0.00187712675989018
386,V319,-0.0007744433688286368,0.0011289355072304484
387,V291,-0.0007744433688286589,0.002402647366116333
388,V238,-0.0009680542110357404,0.0
389,V98,-0.0009680542110357404,0.0
390,V242,-0.0009680542110357404,0.0
391,V137,-0.0009680542110357404,0.0
392,V140,-0.0009680542110357404,0.0
393,V181,-0.0009680542110357404,0.0
394,M4_M2,-0.0009680542110357626,0.0006122512410780846
395,V263,-0.0009680542110357626,0.0006122512410780846
396,V293,-0.0009680542110357626,0.0006122512410780846
397,V214,-0.0009680542110357626,0.0006122512410780846
398,V25,-0.0009680542110357626,0.0006122512410780846
399,V258,-0.0009680542110357849,0.0010604502565443642
400,V16,-0.0009680542110357849,0.0008658540087123867
401,V200,-0.000968054211035807,0.0014997031350270822
402,V199,-0.0011616650532429106,0.0003872216844143405
403,V187,-0.0011616650532429106,0.00038722168441434056
404,V139,-0.0011616650532429106,0.0003872216844143405
405,V6,-0.001161665053242933,0.0007244254379039472
406,V311,-0.001161665053242933,0.0007244254379039472
407,V84,-0.001161665053242933,0.0007244254379039472
408,V264,-0.001161665053242933,0.0007244254379039472
409,id_31_chrome,-0.001161665053242933,0.0007244254379039472
410,card6_credit,-0.001161665053242933,0.0009484955441561248
411,id_02,-0.001161665053242955,0.0031458038352898234
412,V97,-0.001161665053242955,0.0011289355072304484
413,V93,-0.001355275895450081,0.000474247772078076
414,V95,-0.0013552758954501031,0.0007744433688286422
415,V53,-0.0013552758954501255,0.001795473087220869
416,V57,-0.0015488867376572512,0.000474247772078076
417,V50,-0.0015488867376572512,0.000474247772078076
418,M6_T,-0.0015488867376572736,0.0013131326201597999
419,H,-0.0015488867376572736,0.0013131326201597999
420,V132,-0.0015488867376573178,0.0018969910883122497
421,V316,-0.0017424975798644659,0.0015488867376573124
422,V298,-0.002129719264278762,0.00038722168441434056
423,V35,-0.002129719264278784,0.0012842690378917403
424,V279,-0.0023233301064859322,0.0009872254624574948
425,V265,-0.0023233301064859322,0.000474247772078076
426,V51,-0.002904162633107421,0.0016198645237833183
427,V83,-0.0029041626331074433,0.0019361084220716365
428,V300,-0.0030977734753145914,0.0009484955441561113
429,V73,-0.0038722168441432505,0.0008658540087123867
430,V74,-0.0038722168441432726,0.0006122512410780846
431,C11,-0.00464666021297191,0.0038430654871789206
432,card3_150,-0.0058083252662148865,0.001836753723234289
433,V82,-0.006195546950629205,0.0023394087073754966
434,V54,-0.010067763794772477,0.003754253519780315
435,C6,-0.011035818005808306,0.0029106091729666724
436,C8,-0.012391093901258454,0.002553902412056733
